,Name,Text,Time,Word count
223,Vice President Joe Biden,"Nancy Pelosi and Schumer, they have a plan. He won’t even meet with them. The Republicans won’t meet in the Senate. He sits in his golf course. Well, I mean, literally, think about it. Think about it.",04:52,37
224,President Donald J. Trump,"You probably play more than I do, Joe.",05:04,8
225,Chris Wallace,What about this question of reopenings and the fact-,05:06,9
226,President Donald J. Trump,"Well, he wants to shut down this country and I want to keep it open, and we did a great thing by shutting it down-",05:08,25
227,Vice President Joe Biden,You just admitted you’d shut it down.,05:15,7
228,President Donald J. Trump,"Wait a minute, Joe. Let me shut you down for a second, Joe, just for one second. He wants to shut down the country. We just went through it. We had to, because we didn’t know anything about the disease. Now we’ve found that elderly people with heart problems and diabetes and different problems are very, very vulnerable. We learned a lot. Young children aren’t, even younger people aren’t. We’ve learned a lot, but he wants to shut it down. More people will be hurt by continuing. If you look at Pennsylvania, if you look at certain states that have been shut down, they have Democrat governors, all, one of the reasons they shut down is because they want to keep it shut down until after the election on November 3rd.",05:15,131
229,Chris Wallace,All right. I want to move onto another-,05:54,8
230,President Donald J. Trump,Because it’s a political thing.,05:55,5
231,Chris Wallace,I want to move onto another subject.,05:55,7
232,Vice President Joe Biden,I got to respond to that.,05:55,6
233,Chris Wallace,I want to move-,05:55,4
234,President Donald J. Trump,But those states-,05:57,3
235,Chris Wallace,"Gentlemen, I want to move onto another subject.",05:58,8
236,President Donald J. Trump,Those states are not doing well that are shut down right now.,06:00,12
237,Vice President Joe Biden,I got to respond to that.,06:02,6
238,President Donald J. Trump,He wants to shut down the whole country.,06:04,8
239,Chris Wallace,"President Trump, you have begun to increasingly question the effectiveness of masks as a disease preventer. And in fact, recently you have cited the issue of waiters touching their masks and touching plates. Are you questioning the efficacy of masks?",06:04,40
240,President Donald J. Trump,"No, I think masks are okay. You have to understand, if you look… I mean, I have a mask right here. I put a mask on when I think I need it. Tonight, as an example, everybody’s had a test and you’ve had social distancing and all of the things that you have to, but I wear masks-",06:20,58
241,Vice President Joe Biden,Just like your rally.,06:33,4
242,President Donald J. Trump,"… when needed. When needed, I wear masks.",06:33,8
243,Chris Wallace,Okay. Let me ask-,06:35,4
244,President Donald J. Trump,"I don’t wear a mask like him. Every time you see him, he’s got a mask. He could be speaking 200 feet away from him and he shows up with the biggest mask I’ve ever seen. I will say this-",06:36,40
245,Chris Wallace,"Vice President Biden, go ahead, sir.",06:45,6
246,Vice President Joe Biden,"Look, the way to open businesses is give them the wherewithal to be able open. We provided money, the-",06:48,19
247,Chris Wallace,"But I was asking you, sir, about masks.",06:55,8
248,Vice President Joe Biden,"Well, masks make a big difference. His own head of the CDC said if we just wore masks between now, if everybody wore a mask and social distanced between now and January, we’d probably save up to 100,000 lives. It matters. It matters.",06:56,43
249,President Donald J. Trump,And they’ve also said the opposite. They’ve also said-,07:10,9
250,Vice President Joe Biden,No serious person has said the opposite. No serious person.,07:12,10
251,Chris Wallace,Okay. I want to ask you-,07:14,6
252,President Donald J. Trump,Dr. Fauci. Dr. Fauci said the opposite.,07:17,7
253,Vice President Joe Biden,He did not say the opposite.,07:18,6
254,Chris Wallace,"I want to ask you, we’ve got a little than a minute left in this segment.",07:19,16
255,President Donald J. Trump,"He said very strongly, “Masks are not good.” Then he changed his mind. He said, “Masks are good.”",07:22,18
256,Chris Wallace,I want to ask-,07:25,4
257,President Donald J. Trump,I’m okay with masks. I’m not fighting masks.,07:25,8
258,Chris Wallace,"I want to ask you both about one last subject because your different approaches has even affected the way that you have campaigned. President Trump, you’re holding large rallies with crowds packed together, thousands of people.",07:27,36
259,President Donald J. Trump,Outside.,07:38,1
260,Chris Wallace,"Outside. Yes, sir. Agreed. Vice President Biden, you are holding much smaller events with-",07:39,14
261,President Donald J. Trump,Because nobody will show up.,07:46,5
262,Chris Wallace,… people with masks.,07:47,4
263,President Donald J. Trump,"Well, it’s true. Nobody shows up to his rallies.",07:47,9
264,Chris Wallace,"All right. In any case, why you holding the big rallies? Why you not? You go first, sir.",07:50,18
265,President Donald J. Trump,Because people want to hear what I have to say. I mean-,07:56,12
266,Chris Wallace,But are not worried about us spreading disease?,07:59,8
267,President Donald J. Trump,"… I’m doing my job as a president, and I’ll have 25, 35,000 people show up at airports. We use airports and hangers and we have a lot of people-",08:01,30
268,Chris Wallace,"Are you not worried about the disease issues, sir?",08:06,9
269,President Donald J. Trump,"Well, so far we have had no problem whatsoever. It’s outside. That’s a big difference according to the experts. We do them outside, we have tremendous crowds, as you see, and literally on 24 hours notice. And Joe does the circles and has three people someplace.",08:08,46
270,Vice President Joe Biden,"By the way, did you see one of the last big rallies he had? A reporter came up to him to ask him a question, he said, “No, no, no. Stand back, put on your mask, put on a mask. Have you been tested? I’m way far away from those other people.” That’s what he said, “I’m going to be okay.” He’s not worried about you. He’s not worried about the people out there [crosstalk 00:08:48].",08:26,76
271,President Donald J. Trump,We’ve had no negative effect.,08:48,5
272,Vice President Joe Biden,No negative effect. Come on.,08:49,5
273,President Donald J. Trump,"We’ve had no negative effect, and we’ve had 35, 40,000 people at these rallies.",08:51,14
274,Chris Wallace,All right. Do you want to just quickly finish up? Because I want to move on to our next-,08:55,19
275,Vice President Joe Biden,"Yes, I would. He’s been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to. He’s a fool on this.",08:57,31
276,President Donald J. Trump,"If you could get the crowds, you would have done the same thing. But you can’t. Nobody cares.",09:08,18
277,Chris Wallace,"Gentlemen, can we move on to the-",09:12,7
278,President Donald J. Trump,No cares.,09:13,2
279,Chris Wallace,"Gentlemen, can we move on to the economy?",09:13,8
280,President Donald J. Trump,Yes.,09:15,1
281,Chris Wallace,"The economy is, I think it’s fair to say, recovering faster than expected from the shutdown-",09:15,16
282,President Donald J. Trump,Much faster.,09:22,2
283,Chris Wallace,"… in the second quarter. The unemployment rate fell to 8.4% last month. The Federal Reserve says the hit to growth, which is going to be there, is not going to be nearly as big as they had expected. President Trump, you say we are in a V-shaped recovery. Vice President Biden, you say it’s more of a K-shape. What difference does that mean to the American people in terms of the economy? President Trump, in this segment you go first.",09:22,81
284,President Donald J. Trump,"So we built the greatest economy in history. We closed it down because of the China plague. When the plague came in, we closed it down, which was very hard psychologically to do. He didn’t think we should close it down and he was wrong. Again, two million people would be dead now instead of… Still, 204,000 people is too much. One person is too much. Should have never happened from China. But what happened is we closed it down and now we’re reopening and we’re doing record business. We had 10.4 million people in a four month period that we’ve put back into the workforce. That’s a record the likes of which nobody’s ever seen before. And he wants to close down the… He will shut it down again. He will destroy this country.",09:52,135
285,President Donald J. Trump,"A lot of people, between drugs and alcohol and depression, when you start shutting it down, you take a look at what’s happening at some of your Democrat-run states where they have these tough shutdowns. And I’m telling you it’s because they don’t want to open it. One of them came out last week, you saw that, “Oh, we’re going to open up on November 9th.” Why November 9th? Because it’s after the election. They think they’re hurting us by keeping them closed. They’re hurting people. People know what to do. They can social distance. They can wash their hands, they can wear masks. They can do whatever they want, but they got to open these states up.",10:31,118
286,President Donald J. Trump,"When you look at North Carolina, when you look, and these governors are under siege, Pennsylvania, Michigan, and a couple of others, you got to open these states up. It’s not fair. You’re talking about almost it’s like being in prison. And you look at what’s going on with divorce, look at what’s going on with alcoholism and drugs. It’s a very, very sad thing. And he’ll close down the whole country. This guy will close down the whole country and destroy our country. Our country is coming back incredibly well, setting records as it does it. We don’t need somebody to come in and say, “Let’s shut it down.”",11:04,110
287,Chris Wallace,"All right. Your two minutes, sir. We’re now moved to you. As I said, posing the question, the president says it’s a V-shape recovery, you say it’s a K-shaped recovery. What’s the difference?",11:36,33
288,Vice President Joe Biden,"The difference is millionaires and billionaires like him in the middle of the COVID crisis have done very well. Billionaires have made another $300 billion because of his profligate tax proposal, and he only focused on the market. But you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing? This guy paid a total of $750 in taxes.",11:48,75
289,President Donald J. Trump,That’s wrong.,12:17,2
290,Chris Wallace,"Sir, wait. No. Sir-",12:18,4
291,President Donald J. Trump,[crosstalk 00:12:19].,12:18,2
292,Chris Wallace,"Yeah, I understand. You’ve agreed to the two minutes, so please let him have it.",12:20,15
293,Vice President Joe Biden,"Do I get my time back? The fact is that he has in fact, worked on this in a way that he’s going to be the first president of the United States to leave office, having fewer jobs in his administration than when he became president. Fewer jobs than when he became president. First one in American history.",12:23,58
294,Vice President Joe Biden,"Secondly, the people who have lost their jobs are those people who have been on the front lines. Those people who have been saving our lives, those people who have been out there dying. People who’ve been putting themselves in the way to make sure that we could all try to make it. And the idea that he is insisting that we go forward and open when you have almost half the states in America with a significant increase in COVID deaths and COVID cases in the United States of America, and he wants to open it up more. Why is he want to open it up? Why does he take care of the… You can’t fix the economy until you fix the COVID crisis. And he has no intention of doing anything about making it better for you all at home in terms of your health and your safety.",12:40,150
295,Vice President Joe Biden,"Schools. Why aren’t schools open? Because it costs a lot of money to open them safely. They were going to give, his administration going to give the teachers and school students masks, and then they decided no, couldn’t do that because it’s not a national emergency. Not a national emergency. They’ve done nothing to help small businesses. Nothing. They’re closing. One in six is now gone. He ought to get on the job and take care of the needs of the American people so we can open safely.",13:25,88
296,Chris Wallace,"All right. Your time is up, sir. We are going to get to-",13:54,13
297,President Donald J. Trump,I have to respond to that.,13:56,6
298,Chris Wallace,"Well, you both had two minutes, sir.",13:57,7
299,President Donald J. Trump,"Excuse me, he made a statement.",13:59,6
300,Chris Wallace,And so did you.,14:01,4
301,President Donald J. Trump,"No, people want their schools open. They don’t want to be shut down. They don’t want their state shut down. They want their restaurants. I look at New York. It’s so sad what’s happening in New York. It’s almost like a ghost town, and I’m not sure it can ever recover what they’ve done to New York. People want their places open. They want to get back to their lives.",14:03,70
302,Vice President Joe Biden,People want to be safe.,14:19,5
303,President Donald J. Trump,"They’ll be careful, but they want their schools open.",14:20,9
304,Vice President Joe Biden,People want to be safe.,14:22,5
305,President Donald J. Trump,"I’m the one that brought back football. By the way, I brought back Big Ten football. It was me and I’m very happy to do it-",14:23,26
306,Chris Wallace,All right. Let’s-,14:30,3
307,President Donald J. Trump,… and people of Ohio are very proud of me. And you know how I found out? When [crosstalk 00:14:35].,14:31,20
308,Chris Wallace,"Gentlemen, we’re going to get to your economic plans going forward in a moment, but first, Mr. President, as you well know, there’s a new report that in 2016, the year you were elected president, and 2017, your first year as president, that you paid $750 a year in federal income tax each of those years. I know that you pay a lot of other taxes, but I’m asking you this specific question. Is it true that you paid $750 in federal income taxes each of those two years?",14:36,89
309,President Donald J. Trump,"I paid millions of dollars in taxes, millions of dollars of income tax. And let me just tell you, there was a story in one of the papers that paid-",15:08,30
310,Vice President Joe Biden,Show us your tax returns.,15:16,5
311,President Donald J. Trump,"I paid $38 million one year, I paid $27 million one year.",15:17,12
312,Vice President Joe Biden,Show us your tax returns.,15:24,5
313,President Donald J. Trump,"You’ll see it as soon as it’s finished, you’ll see it. You know, if you wanted to, go to the Board of Elections. There’s 118 page or so report that says everything I have, every bank I have, I’m totally under leveraged because the assets are extremely good, and I built a great company.",15:24,54
314,Chris Wallace,"Sir, I’m asking you a specific question, which is-",15:42,9
315,President Donald J. Trump,But let me tell you-,15:43,5
316,Chris Wallace,I understand all of that.,15:43,5
317,Vice President Joe Biden,Release your tax return.,15:44,4
318,Chris Wallace,I understand all of that-,15:45,5
319,President Donald J. Trump,Let me-,15:45,2
320,Chris Wallace,"No, Mr. President, I’m asking you a question. Will you tell us how much you paid in federal income taxes in 2016 and 2017?",15:47,24
321,President Donald J. Trump,Millions of dollars.,15:56,3
322,Chris Wallace,You paid millions of dollars in-,15:58,6
323,President Donald J. Trump,"Millions of dollars, yes.",15:59,4
324,Chris Wallace,So not 750?,15:59,3
325,President Donald J. Trump,Millions of dollars. And you’ll get to see it. And you’ll get to see it.,16:00,15
326,Vice President Joe Biden,When?,16:03,1
327,President Donald J. Trump,But let me just tell you-,16:04,6
328,Vice President Joe Biden,In [crosstalk 00:16:04]?,16:05,3
329,President Donald J. Trump,"Chris, let me just say something, that it was the tax laws. I don’t want to pay tax. Before I came here, I was a private developer, I was a private business people. Like every other private person, unless they’re stupid, they go through the laws, and that’s what it is. He passed a tax bill that gave us all these privileges for depreciation and for tax credits. We build the building and we get tax credits, like the hotel on Pennsylvania Avenue. Which by the way, was given to me by the Obama administration, if you can believe that. Now the man got fired right after that happened, but that’s-",16:05,111
330,Chris Wallace,"Vice President Biden, you want to respond?",16:40,7
331,Vice President Joe Biden,"Yeah, I do want to respond. Look, the tax code that put him in a position that he pays less tax than on the money a school teacher makes is because of him… He says he’s smart because he can take advantage of the tax code. And he does take advantage of the tax code. That’s why I’m going to eliminate the Trump tax cuts. And I’m going to eliminate those tax cuts.",16:42,73
332,President Donald J. Trump,That’s okay.,17:06,2
333,Vice President Joe Biden,And make sure that we invest in the people who in fact need the help. People out there need help.,17:07,20
334,President Donald J. Trump,But why didn’t you do it over the last 25 years?,17:13,11
335,Vice President Joe Biden,Because you weren’t president-,17:16,4
336,President Donald J. Trump,Why didn’t you do it over the last 25 years?,17:18,10
337,Vice President Joe Biden,Because you weren’t president and screwing things up.,17:19,8
338,President Donald J. Trump,You were a Senator and [crosstalk 00:17:21]-,17:20,7
339,Vice President Joe Biden,You’re the worst president America has ever had. Come on.,17:21,10
340,President Donald J. Trump,"Hey, Joe, let me just tell you, Joe. In 47 months, I’ve done more than you’ve done in 47 years, Joe. We’ve done things that you never even thought of doing.",17:24,31
341,Chris Wallace,Okay. Gentlemen?,17:33,2
342,President Donald J. Trump,"Including fixing the broken military that you gave me, including taking care of your debts.",17:33,15
343,Chris Wallace,"Mr. President, we’re talking about the economy. I’d like to ask you about your plans going forward because Mr. Vice President, your economic plan-",17:38,24
344,President Donald J. Trump,He has none.,17:46,3
345,Chris Wallace,"… if you were to be elected president focuses a lot on big government, big taxes, big spending. I want to focus first on the taxes. You propose more than $4 trillion over a decade in new taxes on individuals making more than $400,000 a year.",17:47,46
346,Chris Wallace,"… on individuals making more than $400,000 a year and on corporations. President Trump says that that kind of an increase in taxes is going to hurt the economy as it’s just coming out of a recession.",18:03,37
347,Vice President Joe Biden,"Well, just take a look at what is the analysis done by Wall Street firms, points out that my economic plan would create 7 million more jobs than his in four years, number one. And number two, it would create an additional $1 trillion in economic growth, because it would be about buying American. The federal government spends $600 billion a year on everything from ships, to steel, to buildings and the like. And under my proposal, we’re going to make sure that every penny of that has to be made by a company-",18:13,94
348,Chris Wallace,"But respectfully, sir, I’m talking about taxes, not spending.",18:50,9
349,Vice President Joe Biden,"By the way, I’m going to eliminate a significant number of the taxes. I’m going to make the corporate tax 28%. It shouldn’t be 21%. You have 91 companies federal, I mean, the fortune 500, who don’t pay a single penny in tax making billions of dollars.",18:53,47
350,President Donald J. Trump,"Why didn’t you do it before, when you were vice president with Obama?",19:09,13
351,Vice President Joe Biden,"Because you in fact passed that, that was your tax proposal.",19:12,11
352,President Donald J. Trump,I got it done. And you know what happened?,19:16,9
353,Vice President Joe Biden,"Yeah, you got it done-",19:17,5
354,President Donald J. Trump,Our economy boomed like it’s never boomed before.,19:18,8
355,Vice President Joe Biden,The economy-,19:20,2
356,Chris Wallace,Mr. President-,19:20,2
357,Vice President Joe Biden,Let me finish.,19:22,3
358,Chris Wallace,"Mr. President, let me pick up on that. You would continue your free market approach, lower taxes, more deregulation, correct?",19:23,20
359,Vice President Joe Biden,Not lower tax for the American people.,19:31,7
360,Chris Wallace,But let me-,19:34,3
361,President Donald J. Trump,Excuse me.,19:34,2
362,Chris Wallace,"You talk about the economy booming. It turns out that in Obama’s final three years as president more jobs were created, a million and a half more jobs, than in the first three years of your presidency.",19:34,37
363,President Donald J. Trump,"They had the slowest economic recovery since 1929. It was the slowest recovery. Also, they took over something that was down here. All you had to do is turn on the lights and you pick up a lot. But they had the slowest economic recovery since 1929, and let me tell you about the stock market. When the stock market goes up, that means jobs. It also means 401ks. If you got in, if you ever became president with your ideas, you want to terminate my taxes. I’ll tell you what, you’ll lose. Half of the companies that have poured in here will leave. And plenty of companies that are already here, they’ll leave for other places. [crosstalk 00:20:25] They will leave and you will have a depression, the likes of which you’ve never seen.",19:47,135
364,Vice President Joe Biden,Look-,20:29,1
365,Chris Wallace,Mr. Vice President.,20:29,3
366,Vice President Joe Biden,"… we inherited the worst recession, short of a depression in American history. I was asked to bring it back. We were able to have an economic recovery that created the jobs you’re talking about. We handed him a booming economy, he blew it.",20:30,44
367,President Donald J. Trump,It wasn’t blooming.,20:44,3
368,Vice President Joe Biden,He blew it.,20:45,3
369,President Donald J. Trump,He was in booming. It was the weakest recovery since 1929.,20:46,11
370,Chris Wallace,"Wait, wait, is it fair to say he blew it when, in fact-",20:50,13
371,President Donald J. Trump,When COVID came along.,20:53,4
372,Chris Wallace,… when there was record low unemployment before COVID.,20:54,9
373,Vice President Joe Biden,"Yeah, because what he did, even before COVID, manufacturing went in the hole. Manufacturing went in a hole-",20:57,18
374,President Donald J. Trump,"Excuse me, Chris, wait.",21:04,4
375,Vice President Joe Biden,… number one. Number two-,21:05,5
376,President Donald J. Trump,Chris.,21:06,1
377,Vice President Joe Biden,Number three.,21:06,2
378,President Donald J. Trump,"They said it would take… No, you’re on number two.",21:07,10
379,Vice President Joe Biden,No.,21:09,1
380,President Donald J. Trump,"Chris, Chris. They said it would take-",21:10,7
381,Vice President Joe Biden,This guy-,21:12,2
382,President Donald J. Trump,"… a miracle to bring back manufacturing. I brought back 700,000 jobs. They brought back nothing. They gave up on manufacturing.",21:12,21
383,Vice President Joe Biden,We did not. [crosstalk 00:21:21],21:20,5
384,President Donald J. Trump,… standard fare.,21:21,3
385,Vice President Joe Biden,I’m the guy that brought back the automobile industry.,21:22,9
386,President Donald J. Trump,He totally gave up on manufacturing.,21:25,6
387,Chris Wallace,"All right, let him-",21:25,4
388,Vice President Joe Biden,"I was asked to bring back Chrysler and General Motors. He brought them back right here in the state of Ohio and Michigan. He blew it. They’re gone. He blew it. And in fact, they’re gone-",21:25,36
389,President Donald J. Trump,Ohio had the best year it’s ever had last year. Michigan had the best year they’ve ever had.,21:34,18
390,Vice President Joe Biden,That is not true.,21:40,4
391,President Donald J. Trump,"Many car companies came in from Germany, from Japan, went to Michigan, went to Ohio and they didn’t come in with you. [crosstalk 00:21:47].",21:41,24
392,Chris Wallace,"Mr. Vice President, go ahead.",21:47,5
393,Vice President Joe Biden,And so you take a look at what he’s actually done. He’s done very little. His trade deals are the same way. He talks about these great trade deals. He talks about the art of the deal. China’s perfected the art of the steel. We have a higher deficit with China now than we did before. We have the highest trade deficit-,21:48,62
394,President Donald J. Trump,China ate your lunch- [crosstalk 00:00:22:07].,22:06,6
395,Vice President Joe Biden,… with Mexico.,22:08,3
396,President Donald J. Trump,"China ate your lunch, Joe. And no wonder your son goes in and he takes out billions of dollars. He takes out billions of dollars to manage. He makes millions of dollars. And also, while we’re at it, why is it just out of curiosity, the mayor of Moscow’s wife gave you a son three and a half million dollars?",22:09,60
397,Vice President Joe Biden,That is not true.,22:28,4
398,President Donald J. Trump,What did he do to deserve it? What did he do with-,22:28,12
399,Vice President Joe Biden,None of that is true.,22:31,5
400,President Donald J. Trump,"… to deserve $183,000?",22:31,4
401,Chris Wallace,"Sir, you’ve asked him a question, let him answer it.",22:31,10
402,Vice President Joe Biden,None of that is true.,22:37,5
403,President Donald J. Trump,"Oh really, he didn’t get three and a half million?",22:38,10
404,Chris Wallace,Mr. President-,22:39,2
405,Vice President Joe Biden,Is totally-,22:40,2
406,Chris Wallace,"Mr. President, please. You’ve asked a question- [crosstalk 00:22:41]",22:41,9
407,Vice President Joe Biden,Totally discredited. Totally discredited. And by the way-,22:41,8
408,President Donald J. Trump,"Well wait, he didn’t get three and a half million dollars, Joe?",22:45,12
409,Vice President Joe Biden,Mr. Vice-,22:48,2
410,President Donald J. Trump,He got three and a half million-,22:48,7
411,Chris Wallace,Mr. President.,22:49,2
412,President Donald J. Trump,… dollars.,22:49,2
413,Vice President Joe Biden,That is not true.,22:50,4
414,President Donald J. Trump,"Oh, really?",22:51,2
415,Chris Wallace,"Mr. President, it’s an open discussion. Please- [crosstalk 00:22:56]",22:51,9
416,President Donald J. Trump,It’s a fact.,22:56,3
417,Vice President Joe Biden,It is not a fact.,22:57,5
418,Chris Wallace,"Well, you have raised an issue, let the Vice President answer.",22:57,11
419,Vice President Joe Biden,It’s been totally discredited.,23:00,4
420,President Donald J. Trump,"Did Burisma pay him 183,000 a month, with no experience in energy?",23:01,12
421,Chris Wallace,Mr. President-,23:06,2
422,Vice President Joe Biden,My son did nothing wrong at Barisma-,23:07,7
423,President Donald J. Trump,I think he did.,23:10,4
424,Chris Wallace,"Mr. President, let him answer. [crosstalk 00:23:13].",23:10,7
425,Vice President Joe Biden,"He doesn’t want to let me answer, because he knows I have the truth. His position has been totally thoroughly discredited-",23:11,21
426,President Donald J. Trump,By who?,23:20,2
427,Vice President Joe Biden,And you can-,23:20,3
428,President Donald J. Trump,The media.,23:20,2
429,Vice President Joe Biden,"by everybody. Well, by the media, by our allies.",23:20,9
430,President Donald J. Trump,"By the media, because they refuse to talk about it-",23:23,10
431,Vice President Joe Biden,By the World Bank-,23:23,4
432,President Donald J. Trump,… because they’re embarrassed.,23:24,4
433,Vice President Joe Biden,"By everyone, has discredited. And matter of fact [crosstalk 00:23:30] Matter of fact-",23:27,13
434,Chris Wallace,"Mr. President, please stop.",23:30,4
435,Vice President Joe Biden,Even the people who testified under oath-,23:31,7
436,President Donald J. Trump,"So let me ask you this, Joe- [crosstalk 00:23:35].",23:33,9
437,Chris Wallace,"Go ahead, I’m listening to you.",23:36,6
438,Vice President Joe Biden,Even the people under-,23:37,4
439,President Donald J. Trump,He got three and a half million dollars from Moscow.,23:38,10
440,Vice President Joe Biden,… testified under oath in his administration said I did my job and I did it very well.,23:40,18
441,President Donald J. Trump,"Oh, really?",23:47,2
442,Vice President Joe Biden,I did it honorably.,23:47,4
443,President Donald J. Trump,I’d like to know who they are.,23:47,7
444,Vice President Joe Biden,"Well, I’ll give you the list of the people who-",23:48,10
445,President Donald J. Trump,I’ll fire them.,23:50,3
446,Chris Wallace,"No, no. Go ahead, sir.",23:50,5
447,Vice President Joe Biden,"I’m sure that you’ve already fired most of them, because they did a good job.",23:51,15
448,President Donald J. Trump,Some people don’t do a good job.,23:54,7
449,Vice President Joe Biden,"Well, here’s the- [crosstalk 00:23:57]",23:55,5
450,Chris Wallace,"Go ahead. You get the- [crosstalk 00:23:57] Wait a minute. You get the final word, Mr.-",23:57,16
451,Vice President Joe Biden,"Well, it’s hard to get any word in with this clown. Excuse me, this person.",23:59,15
452,President Donald J. Trump,"Hey, let me just tell you, Joe-",24:02,7
453,Vice President Joe Biden,"No, no. Mr. President- [crosstalk 00:24:05]",24:03,6
454,President Donald J. Trump,"Three and a half million, Joe.",24:04,6
455,Vice President Joe Biden,That is simply not true.,24:06,5
456,President Donald J. Trump,Why did he deserve three and a half million from Moscow?,24:07,11
457,Vice President Joe Biden,"Look, here’s the deal. We want to talk about families and ethics. I don’t want to do that. I mean, his family, we could talk about all night. His family’s already-",24:09,31
458,President Donald J. Trump,My family-,24:19,2
459,Chris Wallace,"No, no- [crosstalk 00:06:20].",24:20,4
460,President Donald J. Trump,My family lost a fortune by coming down and helping us with governance.,24:20,13
461,Vice President Joe Biden,And that’s such a- [crosstalk 00:24:25],24:24,6
462,Chris Wallace,Mr. President-,24:25,2
463,President Donald J. Trump,Every single one of them lost a fortune-,24:26,8
464,Vice President Joe Biden,"This is not about my family or his family. It’s about your family, the American people. [crosstalk 00:24:32] That’s not true. It doesn’t want to talk about what you need. You, the American people, it’s about you. That’s what we’re talking about here. [crosstalk 00:24:42]",24:27,45
465,Chris Wallace,That’s the end of the segment. We’re moving on.,24:43,9
466,Vice President Joe Biden,He didn’t take that.,24:46,4
467,Chris Wallace,Vice President-,24:47,2
468,President Donald J. Trump,"Chris, can I be honest? It’s a very important question-",24:47,10
469,Vice President Joe Biden,Try to be honest.,24:49,4
470,Chris Wallace,No.,24:50,1
471,President Donald J. Trump,He stood up-,24:50,3
472,Chris Wallace,The answer to the question is no.,24:52,7
473,President Donald J. Trump,… and the threatened Ukraine-,24:53,5
474,Chris Wallace,Sir-,24:55,1
475,President Donald J. Trump,… with a billion dollars-,24:55,5
476,Vice President Joe Biden,That is absolutely not true.,24:57,5
477,Chris Wallace,"Stop. [crosstalk 00:25:02] Gentlemen, I hate to raise my voice, but I- [crosstalk 00:25:05] Why should I be different than the two of you? So here’s the deal.",25:01,28
478,Vice President Joe Biden,That’s a good point.,25:09,4
479,Chris Wallace,"We have six segments. We have ended that segment. We’re going to go to the next segment. In that segment, you each are going to have two uninterrupted moments. In those two interrupted minutes, Mr. President, you can say anything you want. I’m going to ask a question about race, but if you want to answer about something else, go ahead. But I think that the country would be better served, if we allowed both people to speak with fewer interruptions. I’m appealing to you, sir, to do that.",25:09,89
480,President Donald J. Trump,"Well, and him too.",25:37,4
481,Chris Wallace,"Well, frankly, you’ve been doing more interrupting than he has.",25:38,10
482,President Donald J. Trump,"Well, that’s all right, but he does plenty.",25:40,8
483,Chris Wallace,"Well, sir, less than-",25:41,4
484,President Donald J. Trump,He does plenty.,25:43,3
485,Chris Wallace,"No, less than you have. Let’s please continue on. The issue of rice. Vice-President Biden, you say that President Trump’s response to the violence in Charlottesville three years ago, when he talked about very fine people on both sides, was what directly led you to launch this run for president.",25:43,50
486,President Donald J. Trump,"Oh yeah, sure.",26:05,3
487,Chris Wallace,"President Trump, you have often said that you believe you will have done more for Black Americans than any president with the possible exception of Abraham Lincoln.",26:06,27
488,President Donald J. Trump,That’s true.,26:16,2
489,Chris Wallace,"My question for the two of you, is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years? Vice President Biden, you go first.",26:16,37
490,Vice President Joe Biden,"It’s about equity and equality. It’s about decency. It’s about the constitution. And we have never walked away from trying to require equity for everyone, equality for the whole of America. But we’ve never accomplished it, but we’ve never walked away from it like he has done. It is true, the reason I got in the race is when those people… Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, just spewing anti-Semitic bile and accompanied by the Ku Klux Klan. A young woman got killed and they asked the president what he thought. He said, “There were very fine people on both sides.” No president’s ever said anything like that. [crosstalk 00:27:10].",26:29,123
491,Chris Wallace,It is his-,27:11,3
492,Vice President Joe Biden,Now-,27:12,1
493,Chris Wallace,… minute sir.,27:12,3
494,Vice President Joe Biden,"… second point I’d make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible. And then what happened after that? The Bishop of that very church said that it was a disgrace. The general who was with him said all he ever wants to do is divide people, not unite people at all. This is a president who has used everything as a dog whistle, to try to generate racists hatred, racist division.",27:13,119
495,Vice President Joe Biden,"This is a man who, in fact, you talk about helping African-Americans, one in 1000 African Americans has been killed because of the coronavirus. And if he doesn’t do something quickly, by the end of the year, one in 500 will have been killed. One in 500 African Americans. This man is as a savior of African-Americans? This man cares at all? This man’s done virtually nothing. Look, the fact is that you have to look at what he talks about. You have to look at what he did. And what he did has been disastrous for the African-American community.",27:50,100
496,President Donald J. Trump,So-,28:27,1
497,Chris Wallace,"President Trump, you have two minutes. Why should Americans trust you over your opponent to deal race issues?",28:28,18
498,President Donald J. Trump,"You did a crime bill, 1994, where you call them super predators. African-Americans are super predators and they’ve never forgotten it. They’ve never forgotten it.",28:34,25
499,Vice President Joe Biden,I’ve never said-,28:43,3
500,Chris Wallace,"No, no, sir. It’s his two minutes.",28:44,7
